CVE_ENT,delito,resolucion,ubicacion,productos_servicios,detalles_adicionales
9, SIN EXISTIR JUSTIFICACION Y FORMATO AUTORIZADO,TRAMITO Y VALIDO 16 PAGOS, SIN EXISTIR JUSTIFICACION Y FORMATO AUTORIZADO," $4,479,844.47", SIN EXISTIR JUSTIFICACION Y FORMATO AUTORIZADO
9,"OBSERV MALA CONDUCTA,", UN CARGO INEXISTENTE., INEXISTENTE., SERVIDORES PBLICOS, DIVERSAS NOTAS INFORMATIVAS
30,DERIVADA, CONTRALORA GENERAL DEL ESTADO., CONTRALORA GENERAL DEL ESTADO., AUDITORA FINANCIERA PRESUPUESTAL Y PROGRAMTICA," 01,02,03,06 Y 07,"
9, NO DIO CUMPLIMENTO A LO PACTADO, NO DIO CUMPLIMENTO," YUCATN,", ACCIONES DE VIVIENDA, NO HABER EJECUTADO LAS ACCIONES DE VIVIENDA
9, OMITIR INVESTIGAR NUEVOS INCUMPLIMIENTOS, OMITIR INVESTIGAR NUEVOS INCUMPLIMIENTOS," 21, FRACCION IV", NUEVOS INCUMPLIMIENTOS, OMITIR INVESTIGAR NUEVOS INCUMPLIMIENTOS
9, DISCIPLINADEL CONSEJO DE LA JUDICATURA FEDERAL, INHABILITACIN TEMPORAL, ESTADO," DESEMPEAR EMPLEOS, CARGOS O COMISIONES", TODOS LOS EFECTOS LEGALES CONDUCENTES.
17, NO HABER REALIZADO EL REINTEGRO, NO HABER REALIZADO EL REINTEGRO, ESTADO DE MORELOS., HOSPITAL COMUNITARIO DE OCUITUCO, NO HABER REALIZADO EL REINTEGRO
17,DERIVADO," PERJUICIOS AL SERVICIO Y AL ERARIO PBLICO,"," CUATRO,", SERVICIOS DE SALUD, CAUS DAOS O PERJUICIOS
17,DERIVADO, 20%, ESTADO DEL EJERCICIO," 09-B-17000-02-670-08-002,", OMITI
9,OMITIO,OMITIO,OMITIO, PATRIMONIAL, DECLARACION DE SITUACION PATRIMONIAL
9,NO SE EXCUSO, SUSCRIPCION DE CONTRATOS,NO SE EXCUSO DE INTERVENIR EN LA SUSCRIPCION, SUSCRIPCION DE CONTRATOS, SUSCRIPCION DE CONTRATOS
9,DE FORMA CONSTANTE Y HABITUAL, LICENCIADO SIN TENER EL TTULO, SIN TENER EL TTULO, LICENCIADO SIN TENER EL TTULO, LICENCIADO SIN TENER EL TTULO
9,COMO TCNICO ESPECIALIZADO,COMO TCNICO ESPECIALIZADO, ENTREG DOS TARJETAS PARA RECARGA DE DIESEL, TARJETAS PARA RECARGA DE DIESEL, ENTREG DOS TARJETAS PARA RECARGA DE DIESEL
8,INTERVINO," TCNICO LABORATORISTA,", PADRN, MEDICAMENTO ESPECIALIZADO, CONTRAPRESTACIONES
30,DESCARGAR PRODUCTO DEL AUTOTANQUE A SU CARGO, 11 BIDONES DE 20 LITROS CADA UNO, 11 BIDONES,DESCARGAR PRODUCTO DEL AUTOTANQUE A SU CARGO,DESCARGAR PRODUCTO DEL AUTOTANQUE A SU CARGO
9,INDEBIDAMENTE DISPUSO," $7,015.00", 0152972387," $7,015.00", 0152972387
9,"EL 25 DE NOVIEMBRE DE 2008,", SUBDIRECTOR DE PRESUPUESTO, NO SE ENCONTRABA AUTORIZADO, SERVICO DE CONSULTORIA, INCONSISTENCIAS.
16,NO CUMPLI,"
FRACCIONES VIOLENTADAS:"," ESTADO DE MICHOACN,"," $24,976,032.24","
FRACCIONES VIOLENTADAS:"
21,RESPECTO DEL PLIEGO DE CARGOS," $33,957,474.13", SIN COMPROBAR NI JUSTIFICAR," $33,957,474.13", SIN COMPROBAR NI JUSTIFICAR
9, DAO, DAO PATRIMONIAL," 2005,"," SISTEMA DE PAGOS DE SUBSIDIOS DEL IMSS,", 62 FOLIOS DE CERTIFICADOS DE INCAPACIDAD
9,NO OBSERV BUENA CONDUCTA EN SU EMPLEO, CONDUCTAS DE CONNOTACIN SEXUAL.," STE,", CONNOTACIN SEXUAL., CONDUCTAS DE CONNOTACIN SEXUAL.
9,"MARIO RODRGUEZ ROMERO ACTU CON DEFICIENCIA,", DOS MIL CATORCE A DOS MIL DIECISIS.," ESTADO,"," FONDO FIJO,", INCUMPLIMIENTOS NORMATIVOS
21,INCURRI EN ACTOS QUE SE APARTARON DE LA LEGALIDAD, TITULAR DEL REA DE SUBSTANCIACIN, PUEBLA.," SERVIDORA PBLICA,", TITULAR DEL REA DE SUBSTANCIACIN
30,PRESUNTAMENTE ABUSO DE SU CARGO,PRESUNTAMENTE ABUSO DE SU CARGO, ESTADO, ABUSO DE SU CARGO,PRESUNTAMENTE ABUSO DE SU CARGO
13,DEBI PRESENTAR,"
AUTORIDAD SANCIONADORA:", IXMIQUILPAN.," PATRIMONIAL Y DE INTERESES,"," SITUACIN PATRIMONIAL Y DE INTERESES,"
9,EXTORCION,EXTORCION,EXTORCION,EXTORCION,EXTORCION
9, FISICA, CONTRAPRESTACIONES COMPROBABLES, EL ESTADO, CONTRAPRESTACIONES, CONTRAPRESTACIONES COMPROBABLES
26,EL ENCAUSADO, ENCAUSADO, ESTADO DE SONORA, MANEJO DE CLAVES," CONTRASEAS PARA CONSULTA A DIVERSO CONTRIBUYENTES,"
9, NO CUMPLIAN CON LA EDAD REQUERIDA., CREDENCIALES, NO CUMPLIAN CON LA EDAD REQUERIDA., CREDENCIALES, CREDENCIALES
17," NOTIFICACIN PERSONAL CORRESPONDIENTE,", 15 DAS HBILES, MORELOS., SERVICIO PBLICO, UNA SERIE DE MANIFESTACIONES
2,"
LEY INFRINGIDA:", SANCIONADOS:," TIJUANA,", ADJUDICACIN DIRECTA, ART 46 FRACCIN XX
9,PRETENDIO OBTENER BENEFICIOS ADICIONALES," MONTOS INDICADOS,", ESTADO, CHEQUES, LOS CHEQUES CON FOLIO 3650410 Y 3650412
21,AUTORIDAD SANCIONADORA: CONTRALORIA MUNICIPAL, CONTRALORIA, CONTRALORIA MUNICIPAL, CONTRALORIA MUNICIPAL, CONTRALORIA MUNICIPAL
9, CONTRALORIA GENERAL DEL D.F., CONTRALORIA GENERAL DEL D.F., D.F., CONTRALORIA GENERAL DEL D.F., CONTRALORIA GENERAL DEL D.F.
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
9, ABUSO INDEBIDO, ABUSO INDEBIDO," URUAPAN MICHOACN,", SERVICIO PBLICO., INCUMPLI DISPOSICIONES ADMINISTRATIVAS
13, NO CUMPLI CON EL SERVICIO ENCOMENDADO, NO CUMPLI CON EL SERVICIO ENCOMENDADO, IXMIQUILPAN, NO CUMPLI CON EL SERVICIO ENCOMENDADO, NO CUMPLI CON EL SERVICIO ENCOMENDADO
9, HIJA., LA PERSONA PROMOVIDA RESULTO SER SU HIJA.," DURANGO,", SERVIDORA PUBLICA, LA PERSONA PROMOVIDA RESULTO SER SU HIJA.
17, 115/2001., 115/2001., ESTADO DE MORELOS., OFICIO DE PROPUESTA DE LIBERTAD, HABER RUBRICADO LA BOLETA DE LIBERTAD
14,OMITIR,OMITIR, AYUNTAMIENTO DE TLAQUEPAQUE., COBRO DE DERECHOS MUNICIPALES, TRMITE DE PASAPORTES.
9," DOS MIL NUEVE,", PROMOCION," DOS MIL NUEVE,", SERVICIOS, EL PROFESOR PROMOVIDO ES SU CONYUGE.
9,"IRREGULARIDAD ADMINISTRATIVA,","IRREGULARIDAD ADMINISTRATIVA,","IRREGULARIDAD ADMINISTRATIVA,", DOCUMENTACION,"IRREGULARIDAD ADMINISTRATIVA,"
9,PROBABLE OBTENCION,PROBABLE OBTENCION DE BENEFICIOS ADICIONALES," HERMOSILLO, SONORA,"," CHEQUES,", COBRARLOS POR SI O POR MEDIO DE SU HIJO.
9," PECULADO,", DESTITUCIN E INHABILITACIN DE DOS AOS, SONORA, PBLICOS., LAS SIGUIENTES PENAS Y MEDIDAS DE SEGURIDAD:
13,OMITIO,OMITIO PRESENTAR EN TIEMPO, ESTADO DE HIDALGO, DECLARACION PATRIMONIAL, DECLARACION PATRIMONIAL
9,"IRREGULARIDAD ADMINISTRATIVA,","IRREGULARIDAD ADMINISTRATIVA,","IRREGULARIDAD ADMINISTRATIVA,", DOCUMENTACION,"IRREGULARIDAD ADMINISTRATIVA,"
9,REALIZAR EN EL SIRAN,REALIZAR EN EL SIRAN, SIRAN, DERECHOS PARCELARIOS,REALIZAR EN EL SIRAN MODIFICACIONES
9, C.I. EN DELEGACION CUAJIMALPA, C.I. EN DELEGACION CUAJIMALPA, CUAJIMALPA, C.I. EN DELEGACION CUAJIMALPA, C.I. EN DELEGACION CUAJIMALPA
9,PRESENTO LICENCIA MEDICA APOCRIFA,PRESENTO LICENCIA MEDICA APOCRIFA,PRESENTO LICENCIA MEDICA APOCRIFA,PRESENTO LICENCIA MEDICA APOCRIFA,PRESENTO LICENCIA MEDICA APOCRIFA
9, DIRECCION GENERAL DE LEGALIDAD Y RESPONSABILIDADES., DIRECCION DE RESPONSABILIDADES Y SANCIONES, DIRECCION DE RESPONSABILIDADES Y SANCIONES, DIRECCION DE RESPONSABILIDADES Y SANCIONES, DIRECCION DE RESPONSABILIDADES Y SANCIONES
9, C.I. EN DELEGACIN TLHUAC, C.I. EN DELEGACIN TLHUAC, C.I. EN DELEGACIN TLHUAC, C.I. EN DELEGACIN TLHUAC, C.I. EN DELEGACIN TLHUAC
9, C.I. EN DELEGACIN TLHUAC, C.I. EN DELEGACIN TLHUAC, C.I. EN DELEGACIN TLHUAC, C.I. EN DELEGACIN TLHUAC, C.I. EN DELEGACIN TLHUAC
9, C.I. EN DELEGACIN TLHUAC, C.I. EN DELEGACIN TLHUAC, C.I. EN DELEGACIN TLHUAC, C.I. EN DELEGACIN TLHUAC, C.I. EN DELEGACIN TLHUAC
9, C.I. EN DELEGACIN GUSTAVO A. MADERO, C.I. EN DELEGACIN GUSTAVO A. MADERO, C.I. EN DELEGACIN GUSTAVO A. MADERO, C.I. EN DELEGACIN GUSTAVO A. MADERO, C.I. EN DELEGACIN GUSTAVO A. MADERO
9,SE BENEFICIO, BENEFICIO, SRMGYSG-03/10, COMPUTO,SE BENEFICIO
30,120 TRANSFERENCIAS BANCARIAS ELECTRONICAS," DAO PATRIMONIAL DE $3331,925.07."," DAO PATRIMONIAL DE $3331,925.07.", TRANSFERENCIAS BANCARIAS ELECTRONICAS," EL PAGO DE COMPROMISOS A PROVEEDORES,"
25," SIMUL HABER DEPOSITADO,", DAO PATRIMONIAL, DAO PATRIMONIAL, DIECISIS CHEQUES, DIECISIS CHEQUES
9,"DESEMPE FUNCIONES DE PROFESORA,","DESEMPE FUNCIONES DE PROFESORA,", NO CONTABA CON CDULA PROFESIONAL,"DESEMPE FUNCIONES DE PROFESORA,", NO CONTABA CON CDULA PROFESIONAL
13, REPO CON SOBRE GIRO.," $5, 432.409.25,", ESTADO DE HIDALGO, PRESUPUESTO Y REPO CON SOBRE GIRO.," CARPETA OBSERVACIONES FINANCIERAS,"
13,NO REALIZAR EN TIEMPO SU DECLARACION PATRIMONIAL,NO REALIZAR EN TIEMPO SU DECLARACION PATRIMONIAL, ESTADO DE HIDALGO,NO REALIZAR EN TIEMPO SU DECLARACION PATRIMONIAL,NO REALIZAR EN TIEMPO SU DECLARACION PATRIMONIAL
22,"
FRACCIONES VIOLENTADAS:","
FRACCIONES VIOLENTADAS:", QUERTARO., HACIENDA PBLICA MUNICIPAL.,"
FRACCIONES VIOLENTADAS:"
9,DESVIACION,DESVIACION DE RECURSOS,DESVIACION, AGUA,DESVIACION
9, FALTANTE," $59,165.59."," CHIAPAS,"," $59,165.59.", TELECOMUNICACIONES DE MEXICO
9,"NO ENTREG 40 CHEQUES A SUS BENEFICIARIOS,","NO ENTREG 40 CHEQUES A SUS BENEFICIARIOS,", NO ERA LA TITULAR DE LOS MISMOS.,NO ENTREG 40 CHEQUES, NO ERA LA TITULAR DE LOS MISMOS.
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
9, APLICACIN SUPLETORIA," CONVICCIN PLENA,", MICHOACN, LA SEGUNDA CANTIDAD INGRES A SU PATRIMONIO," CONVICCIN PLENA,"
17,"DESVO DE FONDOS FEDERALES,","DESVO DE FONDOS FEDERALES,","DESVO DE FONDOS FEDERALES, NO SE CUMPLI", SERVICIO ENCOMENDADO,"DESVO DE FONDOS FEDERALES,"
9,"ENTREG FACTURAS A DIVERSOS SERVIDORES PBLICOS,","ENTREG FACTURAS A DIVERSOS SERVIDORES PBLICOS,"," PBLICOS,","ENTREG FACTURAS A DIVERSOS SERVIDORES PBLICOS,","ENTREG FACTURAS A DIVERSOS SERVIDORES PBLICOS,"
13,INCUMPLI,INCUMPLI," ESTADO DE HIDALGO,", ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PBLICO,INCUMPLI LO ESTABLECIDO EN EL ARTCULO 47
17, MORELOS.," PROCESO PENAL,", MORELOS., SERVICIO ENCOMENDADO., OMISION
9, MANIFEST NO ENCONTRARSE INHABILITADA, NO ENCONTRARSE INHABILITADA," PBLICA FEDERAL,"," DESEMPEAR UN EMPLEO, CARGO O COMISIN"," DESEMPEAR UN EMPLEO, CARGO O COMISIN"
16, RESONSABILIDADES, DOTACIN DE PLACAS METLICAS, ESTADO DE MICHOACN, PLACAS METLICAS PARA VEHCULOS AUTOMOTORES," NO CONTABA CON FECHA Y LUGAR DE ENDOSO,"
9," EXTORSION,"," $50,352.29"," OFICINA TELEGRAFICA DE SU ADSCRIPCION,"," $50,352.29"," QUE FUE VICTIMA DE UNA EXTORSION,"
15,OMITI,OMITI REALIZAR UN DEBIDO MANEJO, MXICO., CUENTA BANCARIA Y CONTABILIDAD,OMITI REALIZAR UN DEBIDO MANEJO
9, DESASTRES NATURALES, SUPLETORIA," DOS MIL OCHO,"," $934,534.39"," CONVICCIN PLENA,"
9," PARENTESCO CON EL CANDIDATO,"," PARENTESCO CON EL CANDIDATO,"," DOS MIL ONCE,", PARENTESCO, DIVERSA  NORMATIVIDAD.
9,EJECUT,EJECUT,EJECUT, SERVICIO PBLICO., INCUMPLIMIENTO DE DISPOSICIONES ADMINISTRATIVAS
9,DIVERSOS SERVIDORES PBLICOS, ECOLOGA., ENTONCES INSTITUTO NACIONAL DE ECOLOGA.," PAGOS,"," HABER EFECTUADO PAGOS,"
22,REALIZ UNA DEFICIENTE VIGILANCIA Y VERIFICACIN, LA SANCIN QUEDA FIRME, ESTADO DE QUERETARO, TRANSPORTE PBLICO RED, DEFICIENTE VIGILANCIA Y VERIFICACIN
9, IMPROCEDENTES., IMPROCEDENTES., IMPROCEDENTES., PASAJES Y CENAS, IMPROCEDENTES.
9,HABER JUSTIFICADO,HABER JUSTIFICADO LOS GASTOS, SIN CONTAR CON LA COMPROBACION CORRESPONDIENTE., SIN CONTAR CON LA COMPROBACION CORRESPONDIENTE., SIN CONTAR CON LA COMPROBACION CORRESPONDIENTE.
9, CONSANGUINEO, PARENTESCO CONSANGUINEO," DURANGO,", PROMOCION, PARENTESCO CONSANGUINEO
14," DELITO DE TRFICO INTERNACIONAL DE DROGAS,", CIEN MESES," PANAM,"," TRANSPORTACIN DE DROGAS,", POCA DE LOS HECHOS.
9,HABER REALIZADO RETIROS INDEBIDOS,HABER REALIZADO RETIROS INDEBIDOS, EL ESTADO," CUENTAS BANCARIAS,", HABER SIMULADO EL INGRESO DE RECURSOS
9, INOBSERVANCIA DE LA LEY.," DETRIMENTO A LA CORETT,"," CORETT,", INOBSERVANCIA DE LA LEY.," I, V, XIII, XVII, XXII Y XXIV,"
9, SIN QUE DICHOS PAGOS ESTUVIERAN JUSTIFICADOS,EXPIDIO FIRMO Y PAGO CINCO CHEQUES, SIN QUE DICHOS PAGOS ESTUVIERAN JUSTIFICADOS, MANTENIMIENTO, JUSTIFICADOS
9,EJERCI INDEBIDAMENTE," CARGO DE PROFESORA DE EDUCACIN SECUNDARIA DGENAM,", EXISTA UNA CAUSA LEGAL, ESTIMULO DE CARRERA MAGISTERIAL, OBTUVO BENEFICIOS ECONMICOS ADICIONALES
21,"EJERCICIO INDEBIDO EN EL CARGO,","EJERCICIO INDEBIDO EN EL CARGO,","EJERCICIO INDEBIDO EN EL CARGO,", RECURSOS ECONMICOS," ABUSO DEL CARGO,"
9,DAR FE DE HECHOS FALSOS.,DAR FE DE HECHOS FALSOS., JUNTA FEDERAL DE CONCILIACIN,DAR FE DE HECHOS FALSOS.," UNIDAD DE QUEJAS, DENUNCIAS Y RESPONSABILIDADES"
9, UN FALTANTE," $75,674.34"," SU ADSCRIPCION,"," $75,674.34", REINTEGRO AL ORGANISMO
1," NO SE ABSTUVO, NI SE EXCUSO DE INTERVENIR"," DOS MIL OCHO,"," AGUASCALIENTES,", PRESTACIN DE SERVICIOS DE ESTANCIA," NO SE ABSTUVO, NI SE EXCUSO DE INTERVENIR"
9,NO SE ABSTUVO,NO SE ABSTUVO, INDOLE LABORAL DE DICHO FAMILIAR, ATENCION, ASUNTOS DE INDOLE LABORAL
9, VIOLACIONES," $1000,000.00"," $1000,000.00", UN DAO AL PATRIMONIO, VIOLACIONES
9,AUTORIDAD SANCIONADORA:C.I., SANCIONADORA:C.I. EN DELEGACION TLALPAN, TLALPAN, SANCIONADORA:C.I. EN DELEGACION TLALPAN, SANCIONADORA:C.I. EN DELEGACION TLALPAN
9,PRESENT FORMATOS NICOS DE INCIDENCIAS CON INCONSISTENCIAS, FORMATOS NICOS DE INCIDENCIAS CON INCONSISTENCIAS,PRESENT,PRESENT FORMATOS, FORMATOS NICOS DE INCIDENCIAS CON INCONSISTENCIAS
28, PBLICAS, DESACATO, 22/06/2009., PBLICAS,"
NO ATENDIO CON DILIGENCIA"
20,NO HABER REALIZADO LOS PAGOS POR CONCEPTO," 41,055.00", OAXACA., SERVICIO TELEFNICO," PAGOS POR CONCEPTO DE ARRENDAMIENTO DE INMUEBLES,"
9, ABUSO, ABUSO DEL CARGO," VERACRUZ,", BENEFICIO, CIRCUNSTANCIAS
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
9,PRESENTAR CEDULA Y TITULO FALSOS,PRESENTAR CEDULA Y TITULO FALSOS,PRESENTAR CEDULA Y TITULO FALSOS,PRESENTAR CEDULA Y TITULO FALSOS,PRESENTAR CEDULA Y TITULO FALSOS
9, ABUSO," 6 QUINCENAS Y 6 DIAS,", ESTADO DE LE OTORGA," AUXILIAR DE ALMACEN,", EXCUSARSE
9,FALTANTE,FALTANTE EN LA CAJA DE CAUDALES," DISTRITO FEDERAL,", TELEGRAFICA DE TELECOMM,FALTANTE EN LA CAJA DE CAUDALES
13,NO REALIZAR EN TIEMPO,NO REALIZAR EN TIEMPO, ESTADO DE HIDALGO., DECLARACIN PATRIMONIAL DE CONCLUSIN DE ENCARGO.,NO REALIZAR EN TIEMPO SU DECLARACIN PATRIMONIAL
22,OMITI," $173,870.1", ESTADO DE QUERTARO.," $173,870.1","
ARTCULO Y FRACCIONES INFRINGIDAS:"
9,PRESUNTOS ABUSOS SEXUALES, EJERCICIO INDEBIDO, 2010-2011.,PRESUNTOS ABUSOS SEXUALES,PRESUNTOS ABUSOS SEXUALES
9," FALTANTE POR LA CANTIDAD DE $6,731.02."," $6,731.02."," D.F.,"," $6,731.02."," UN FALTANTE POR LA CANTIDAD DE $6,731.02."
9, INDEBIDAMENTE SE DESEMPEO COMO SERVIDORA PUBLICA," INHABILITADA PARA ELLO,"," 2013,", SERVIDORA PUBLICA DEL ORGANISMO, INDEBIDAMENTE SE DESEMPEO
9,"HABER FIRMADO EN EL RUBRO REVISO,"," $15099,787.81"," IMPROCEDENTES E INJUSTIFICADAS,"," $15099,787.81", SOLICITUDES DE ASIGNACIN
9,"OBTUVO BENEFICIOS ECONOMICOS ADICIONALES,","OBTUVO BENEFICIOS ECONOMICOS ADICIONALES,","OBTUVO BENEFICIOS ECONOMICOS ADICIONALES,", CHEQUES EMITIDOS POR EL FONDO DE LA VIVIENDA,"OBTUVO BENEFICIOS ECONOMICOS ADICIONALES,"
9,"OBTUVO BENEFICIOS ECONOMICOS ADICIONALES,","OBTUVO BENEFICIOS ECONOMICOS ADICIONALES,","OBTUVO BENEFICIOS ECONOMICOS ADICIONALES,", CHEQUES EMITIDOS POR EL FONDO DE LA VIVIENDA,"OBTUVO BENEFICIOS ECONOMICOS ADICIONALES,"
30,DERIVADO DE LA AUDITORA NO. 1.0/1.1/9.0/17, CONTRALORA GENERAL DEL ESTADO, CONTRALORA GENERAL DEL ESTADO, 2017., 2017.
9," ONCOLGICO,"," $15008,109.39", CENTRO MDICO NACIONAL," MEDICAMENTO ONCOLGICO,", MENCIONADOS EN LNEAS QUE ANTECEDEN
9,"NEGLIGENCIA MEDICA A PACIENTE FEMENINO,", MUERTE," PERIODO POSTOPERATORIO,", HIPERHIDRATACION,"NEGLIGENCIA MEDICA A PACIENTE FEMENINO,"
9,PRETENDIO,PRETENDIO OBTENER UN BENEFICIO ADICIONAL, NO DENUNCIO HECHOS DE RESPONSABILIDAD ADMINISTRATIVA,PRETENDIO OBTENER UN BENEFICIO, NO DENUNCIO HECHOS DE RESPONSABILIDAD ADMINISTRATIVA
20,"EJERCIO FUNCIONES DE ENFERMERA ESPECIALISTA ""C""","EJERCIO FUNCIONES DE ENFERMERA ESPECIALISTA ""C"""," OAXACA,","EJERCIO FUNCIONES DE ENFERMERA ESPECIALISTA ""C""", SIN TENER TITULO Y CEDULA PROFESIONAL
9,EJERCIO INDEBIDAMENTE,EJERCIO INDEBIDAMENTE," BAJA CALIFORNIA,", INJUSTIFICADAMENTE COBRO LAS REMUNERACIONES," SIN CONTAR CON EL NOMBRAMIENTO CORRESPONDIENTE,"
21, CONTRALORA MUNICIPAL DEL AYUNTAMIENTO DE TEHUACN, AUTORIZ PAGOS, TEHUANCN," SERVICIO QUE LE FUE ENCOMENDADO,", NO APORTAR PRUEBAS
9, ACOSO SEXUALMENTE, ACOSO SEXUALMENTE," PUEBLA,", ACOSO SEXUALMENTE, FALTA DE PROFESIONALISMO RECTITUD Y TICA.
21," SIN AUTORIZACIN DEL CONSEJO DE VIGILANCIA,"," $966,244.40;", TEHUACN PUEBLA," ACTIVO FIJO,"," DNDOLOS A CONOCER YA EJERCIDAS,"
1,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado
1, NO ADMINISTR, NO ADMINISTR, NO ADMINISTR, ADMINISTR, NO ADMINISTR
9,OFRECER PLAZAS PARA TRABAJAR EN EL INSTITUTO, DINERO,OFRECER PLAZAS PARA TRABAJAR EN EL INSTITUTO,OFRECER PLAZAS PARA TRABAJAR EN EL INSTITUTO,OFRECER PLAZAS PARA TRABAJAR EN EL INSTITUTO
13,INCUMPLI LO ESTIPULADO,INCUMPLI LO ESTIPULADO, ESTADO DE HIDALGO, UNIVERSIDAD TECNOLGICO DE TULANCINGO.,INCUMPLI LO ESTIPULADO
9, FALTANTE," $45,335.12,"," CIUDAD DELICIAS, CHIH."," $45,335.12,", JEFE DE OFICINA TEELEGRAFICA
9," SUMINISTRO MEDICAMENTO CEFTAZIDIMA A PACIENTE,"," SUMINISTRO MEDICAMENTO CEFTAZIDIMA A PACIENTE,", ALERGICA A LA PENICILINA.," SUMINISTRO MEDICAMENTO CEFTAZIDIMA A PACIENTE,"," SUMINISTRO MEDICAMENTO CEFTAZIDIMA A PACIENTE,"
3,OMITIR,OMITIR DEPOSITAR, CORETT, PREDIO.,OMITIR DEPOSITAR
28, DELINCUENCIA ORGANIZADA," (HIPTESIS DE COMETER DELITOS CONTRA LA SALUD),", NUEVO LAREDO TAMAULIPAS, SERVIDOR PBLICO," ARTCULO 5, FRACCIN I"
9, TENA INTERS FAMILIAR AL SER HERMANA, SANCIONADA TENA INTERS FAMILIAR, 2009, PROCESO DE CONTRATACIN, FRACCIONES XI Y XIV
14,PRESENTACIN DE CONSTANCIAS MEDICAS APCRIFAS, INASISTENCIAS,PRESENTACIN,PRESENTACIN DE CONSTANCIAS MEDICAS,PRESENTACIN DE CONSTANCIAS MEDICAS APCRIFAS
30, PATRIMOINAL," DAO PATRIMONIAL,", ESTADO DE VERACRUZ," DAO PATRIMONIAL,"," PROBABLE DAO PATRIMONIAL,"
20,NO CUMPLIR CON LA MXIMA DILIGENCIA, TRASGREDIR, OAXACA., ASISTENTE EDUCATIVO, NO OBSERVAR BUENA CONDUCTA
21, A TTULO DOLOSO, SENTENCIA DE AMPARO.," PUEBLA,", SERVIDOR PBLICO," PRECEPTOS 9, PRRAFO PRIMERO Y 13, FRACCIN III,"
3, INOBSERVANCIA DE LA LEY.," DETRIMENTO A LA CORETT,"," CORETT,", INOBSERVANCIA DE LA LEY.," I, II, V, XIII Y XXIV,"
9,OMITI, VIOLACIN DE PROCEDIMIENTOS, 34/2018, VIOLACIN DE PROCEDIMIENTOS,OMITI MANTENER EL RESGUARDO Y SECRECA
9,OMITIO,OMITIO,OMITIO, PATRIMONIAL, DECLARACION DE SITUACION PATRIMONIAL
9, ADULTO MAYOR 70 Y MAS, REALIZO ERRONEAMENTE, REALIZO ERRONEAMENTE, PAGO DE LOS APOYOS ECONOMICOS, REALIZO ERRONEAMENTE
9,IRREGULARIDADES,IRREGULARIDADES," RECTIFICACION DE AVECINDADO,", DESEMPEO DE SU EMPLEO.,IRREGULARIDADES
9,TRAMITO INDEBIDAMENTE BOLETOS DE TRANSPORTACION,TRAMITO INDEBIDAMENTE BOLETOS DE TRANSPORTACION, FEDERAL., BOLETOS DE TRANSPORTACION,TRAMITO INDEBIDAMENTE BOLETOS DE TRANSPORTACION
9,TRAMITAR Y RECIBIR DEL FONDO REVOLVENTE,TRAMITAR Y RECIBIR DEL FONDO REVOLVENTE, SIN ACREDITAR HABERLAS PAGADO AL PROVEEDOR., SIN ACREDITAR HABERLAS PAGADO AL PROVEEDOR., SIN ACREDITAR HABERLAS PAGADO AL PROVEEDOR.
9,PRESENTO LICENCIA MEDICA CARENTE DE VALIDEZ,PRESENTO LICENCIA MEDICA CARENTE DE VALIDEZ, CARENTE DE VALIDEZ,PRESENTO LICENCIA MEDICA CARENTE DE VALIDEZ, LICENCIA MEDICA CARENTE DE VALIDEZ
9, OSTENTARSE COMO TECNICO LABORATORISTA CLINICO, TECNICO LABORATORISTA CLINICO, PROFESION., TECNICO LABORATORISTA CLINICO, DOCUMENTO QUE LO AVALARA PARA EJERCER TAL PROFESION.
9,RECIBIA DIVERSAS CANTIDADES DE DINERO POR PERSONAS, $570000.00., LUZ Y FUERZA DEL CENTRO., LUZ Y FUERZA DEL CENTRO., LUZ Y FUERZA DEL CENTRO.
9,"EL C. MARCO ANTONIO REYES CABALLERO,", SIETE AOS, INHABILITACIN POR EL TRMINO DE SIETE AOS," UN EMPLEO, CARGO O COMISIN,", INHABILITACIN POR EL TRMINO
32,DEPENDENCIA: ZACATECAS, SECRETARA DE LA FUNCIN PBLICA ZACATECAS, ZACATECAS, UN EQUIPO DE COMPUTO, DEFENSA Y REPRESENTACIN LEGAL
9,OMITIO EXCUSARSE, SANCIONADO.," 2008,"," ""LAVADORA DE AUTOS EL ARROLLO""", TENIAN RELACION FAMILIAR CON EL SERVIDOR PUBLICO SANCIONADO.
9,"""NO CUMPLI", PENAS CONVENCIONALES," DOS MIL DIECISIS,"," GENERADORA DE RESIDUOS PELIGROSOS,", OMITI APLICAR LAS DEDUCTIVAS
